TransactionType,Channel,TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Cluster
0,2,0.2587797503682455,0.12903225806451613,0.9310344827586207,1.0,0.4326465341197063,2
1,0,0.25678624035085773,0.30645161290322587,0.1413793103448276,1.0,0.44288063110600845,3
1,2,0.17982567862403506,0.06451612903225812,0.35517241379310344,1.0,0.035822364308309484,0
1,1,0.1010820329372155,0.4193548387096775,0.20344827586206904,1.0,0.979703886738627,1
1,1,0.1329338929928123,0.016129032258064557,0.23103448275862065,1.0,0.08477260475077203,1
1,2,0.19269489329183878,0.5161290322580645,0.19655172413793104,1.0,0.7008988528400713,0
1,0,0.2031718959387771,0.32258064516129037,0.3172413793103448,1.0,0.030333930686427268,3
0,2,0.38223339572281345,0.6451612903225806,0.24137931034482757,1.0,0.42688855219624733,2
1,2,0.2875638200081955,0.5,0.5517241379310345,1.0,0.475615625466332,0
1,2,0.1710542345475286,0.25806451612903225,0.506896551724138,1.0,0.0956170505097219,0
1,1,0.026912385234735797,0.7419354838709677,0.20344827586206904,1.0,0.6566411727300472,1
1,0,0.6288527349849933,0.4838709677419355,0.3620689655172414,1.0,0.7028125785622389,3
0,2,0.010355177034764598,0.6451612903225806,0.5827586206896552,1.0,0.8592379782129688,2
1,2,0.4349174354601131,0.09677419354838712,0.3103448275862069,1.0,0.046408016810134484,0
0,2,0.7937160134229673,0.6774193548387097,0.08275862068965517,1.0,0.266373546892666,2
1,1,0.2551692822256431,0.04838709677419356,0.43103448275862066,1.0,0.03473879357977622,1
1,2,0.4893624090461054,0.016129032258064557,0.8620689655172414,1.0,0.0856740119139005,0
1,0,0.71313390849789,0.1774193548387097,0.21379310344827585,1.0,0.0700603761307921,3
0,1,0.5630779794668468,0.532258064516129,0.40344827586206894,1.0,0.5113458997065218,4
0,1,0.9506495520139987,0.14516129032258068,0.603448275862069,1.0,0.1190926237872007,4
1,0,0.027798389686908172,0.6290322580645161,0.23448275862068962,1.0,0.0067077867866212615,3
1,1,0.16320202009015095,0.8548387096774193,0.4241379310344827,1.0,0.13541609250413736,1
1,1,0.12709733866412679,0.30645161290322587,0.5689655172413793,1.0,0.5069934676548761,1
1,1,0.4242964570896968,0.19354838709677424,0.04827586206896552,1.0,0.5915731537957913,1
0,2,0.10884564694937592,0.03225806451612906,0.5413793103448277,1.0,0.6239391156933577,2
0,1,0.09190081180157929,0.5967741935483871,0.5310344827586208,1.0,0.07260058319228542,4
1,1,0.21696034022570962,0.14516129032258068,0.4689655172413793,1.0,0.6263206858491849,1
1,0,0.14362132169714154,0.22580645161290325,0.7758620689655172,1.0,0.5279160622555749,3
1,2,0.3396055065176702,0.4516129032258065,0.1413793103448276,1.0,0.6262682550074815,0
1,2,0.12705303844151816,0.6612903225806451,0.24137931034482757,1.0,0.4062334893262906,0
1,1,0.8376396841394127,0.14516129032258068,0.02413793103448276,1.0,0.021469757487191415,1
1,2,0.5576290520859867,0.06451612903225812,0.08620689655172413,1.0,0.023296098473187005,0
1,0,0.15811856954581197,0.7258064516129032,0.4724137931034483,1.0,0.5296993830637627,3
1,0,0.27164896503604924,0.11290322580645162,0.5862068965517242,1.0,0.05940884898169896,3
0,2,0.28142823917690185,0.532258064516129,0.5655172413793104,1.0,0.5880327276002674,2
0,0,0.2364524381735018,0.967741935483871,0.9379310344827586,1.0,0.23039120129813387,2
1,2,0.36281882316458636,0.3548387096774194,0.32413793103448274,1.0,0.025469961833036004,0
1,2,0.0024808124660826414,0.467741935483871,0.33448275862068966,1.0,0.8095873155005735,0
0,2,0.3320523185629007,0.8064516129032258,0.1275862068965517,1.0,0.903793438616256,2
1,2,0.4511866922131283,0.12903225806451613,0.17931034482758618,1.0,0.5542470998350445,0
1,1,0.1279944181719513,0.33870967741935487,0.5413793103448277,1.0,0.428843281525388,1
1,0,0.059041121681636444,0.8225806451612903,0.38275862068965516,1.0,0.10419487065042476,3
0,2,0.06986145105379155,0.4516129032258065,0.5344827586206897,1.0,0.7443626762314863,2
1,2,0.35175484256808387,0.14516129032258068,0.2793103448275862,1.0,0.0029744419812405137,0
1,2,0.36701626925675296,0.3709677419354839,0.17586206896551726,1.0,0.27367017236303115,0
1,0,0.005293876601729923,0.6129032258064516,0.10689655172413794,1.0,0.3668216289321451,3
0,2,0.23731629251436986,0.8387096774193548,0.8172413793103449,1.0,0.7427890787901115,2
1,1,0.6628974560597165,0.6290322580645161,0.5103448275862069,1.0,0.08834395169909538,1
1,2,0.9314343304575105,0.12903225806451613,0.24137931034482757,1.0,0.0673796813011453,0
1,2,0.04196338586601397,0.12903225806451613,0.3379310344827586,1.0,0.013607147802542761,0
1,1,0.1378401426467168,0.24193548387096775,0.3275862068965517,1.0,0.4173326952006959,1
0,1,0.3346771067524614,0.967741935483871,0.10344827586206896,1.0,0.3382703468636274,4
1,2,0.23011750634046935,0.467741935483871,0.906896551724138,1.0,0.6213545440735,0
0,1,0.006102355664337212,0.08064516129032262,0.8413793103448276,1.0,0.06834292996987244,4
1,0,0.42203714573665724,0.6129032258064516,0.22413793103448276,1.0,0.7887547943971597,3
1,0,0.017609338486925894,0.5161290322580645,0.393103448275862,1.0,0.9612267203701887,3
1,2,0.5380483536929772,0.0,0.20000000000000007,1.0,0.11073931519943216,0
1,1,0.3722658456358742,0.04838709677419356,0.027586206896551724,1.0,0.06044402201019848,1
1,2,0.2594996289856356,0.08064516129032262,0.3793103448275862,1.0,0.01093855239790438,0
1,2,0.00635708194433677,0.19354838709677424,0.8137931034482759,1.0,0.35905110931561623,0
1,0,0.25127086263608467,0.0,0.9793103448275863,1.0,0.016178947807113656,3
0,2,0.2585803993665068,0.7741935483870968,0.02413793103448276,1.0,0.06488921632024221,2
0,1,0.12488232753369584,0.8225806451612903,0.5379310344827587,1.0,0.40174863578983033,4
1,0,0.05049117871817305,0.03225806451612906,0.2827586206896551,1.0,0.1047205234480135,3
1,0,0.4598806109000697,0.7741935483870968,0.45172413793103444,1.0,0.6730244663817477,3
1,2,0.29404272756470595,0.5806451612903226,0.2827586206896551,1.0,0.2920612983758539,0
1,2,0.07657293477899726,1.0,0.35517241379310344,1.0,0.4269429996087853,0
0,1,0.3684338763802288,0.27419354838709675,0.9758620689655172,1.0,0.1806141668134282,4
1,2,0.296412789474267,0.03225806451612906,0.5172413793103449,1.0,0.033267369060694746,0
1,1,0.5490680340668711,0.6935483870967742,0.8793103448275862,1.0,0.8606327730403301,1
1,0,0.41642209252101486,0.30645161290322587,0.810344827586207,1.0,0.6023597911908121,3
0,2,0.09165716057723189,0.29032258064516125,0.5551724137931034,1.0,0.5988079377605579,2
0,2,0.10299801756503826,0.03225806451612906,0.21379310344827585,1.0,0.07064383729231002,2
0,1,0.8894487944801922,0.8064516129032258,0.4103448275862069,1.0,0.8111400750433229,4
1,1,0.03931644756514901,0.08064516129032262,0.38620689655172413,1.0,0.034322707797541666,1
1,2,0.031309182328641195,0.7096774193548387,0.30689655172413793,1.0,0.5760186707571687,0
0,2,0.15424230006755785,0.5645161290322581,0.5758620689655173,1.0,0.672029624769943,2
1,1,0.3403475352463646,0.24193548387096775,0.9482758620689655,1.0,0.3499751961787327,1
0,1,0.06688226108336194,0.6129032258064516,0.14827586206896554,1.0,0.06359121689294833,4
1,1,0.08261991516507369,0.8387096774193548,0.396551724137931,1.0,0.45844923014047434,1
1,1,0.1303644800815124,0.532258064516129,0.4379310344827586,1.0,0.09237306022690457,1
1,0,0.25655366418216247,0.25806451612903225,0.5344827586206897,1.0,0.0007736910102616569,3
1,1,0.13949032593888783,0.9193548387096775,0.8896551724137931,1.0,0.374303106729028,1
1,1,0.33678136732637076,0.20967741935483875,0.0896551724137931,1.0,0.26590839122011944,1
1,0,0.31186249210902284,0.06451612903225812,0.34137931034482755,1.0,0.09980210718208427,3
1,1,0.86121847762285,0.20967741935483875,0.02413793103448276,1.0,0.4520009088012562,1
1,1,0.13170456181542312,0.6129032258064516,0.296551724137931,1.0,0.36400784042740547,1
1,2,0.19595095965357226,0.935483870967742,0.11379310344827585,1.0,0.3523655048081771,0
1,1,0.2886381004064545,0.06451612903225812,0.0896551724137931,1.0,0.053896216509799866,1
1,2,0.18740101669010886,0.09677419354838712,0.031034482758620682,1.0,0.11460239272851447,0
1,1,0.08081468109377249,0.12903225806451613,0.013793103448275862,1.0,0.04614519041134012,1
1,0,0.8774877343758651,0.016129032258064557,0.5310344827586208,1.0,0.04497759589802605,3
1,2,0.26225731784302214,0.8548387096774193,0.12413793103448274,1.0,0.0726987229729094,0
0,2,0.03755551371645642,0.5806451612903226,0.15172413793103445,1.0,0.04203205809875013,2
1,2,0.819543043203792,0.3709677419354839,0.3896551724137931,1.0,0.9654702575967585,0
1,0,0.502010122600866,0.6451612903225806,0.2482758620689655,1.0,0.8029346483167684,3
1,1,0.3324842457333348,0.8870967741935485,0.3103448275862069,1.0,0.5232591280078835,1
0,1,0.12256764090239552,0.016129032258064557,0.6586206896551724,1.0,0.1244291424061992,4
1,0,0.22308484600135114,0.6612903225806451,0.996551724137931,1.0,0.4858100632262176,3
1,0,0.44183934524270974,0.6612903225806451,0.34137931034482755,1.0,0.20899336817071484,3
1,0,0.6978392566422645,0.7096774193548387,0.14482758620689656,1.0,0.08485730072583109,3
0,0,0.011828159436501166,0.6774193548387097,0.810344827586207,1.0,0.07667943380068484,2
1,0,0.2388225000830629,0.32258064516129037,0.7758620689655172,1.0,0.522428300823971,3
0,1,0.2504180833508688,0.5,0.45172413793103444,1.0,0.6546319959883685,4
0,1,0.4924301994617522,0.4032258064516129,0.3137931034482758,1.0,0.6874476531820817,4
0,2,0.310444884985547,0.11290322580645162,0.04827586206896552,1.0,0.012905381152053474,2
1,1,0.5407728173834073,0.5483870967741935,0.4206896551724138,1.0,0.49643806371557214,1
0,1,0.0033668169182550136,0.5161290322580645,0.41724137931034483,1.0,0.7585075762566262,4
1,1,0.22053758320135555,0.8225806451612903,0.5344827586206897,1.0,0.481526194582953,1
1,1,0.022260861860830847,0.7096774193548387,0.22413793103448276,1.0,0.17888529341777837,1
1,2,0.12556898098412944,0.7096774193548387,0.07586206896551724,1.0,0.44188310073309073,0
1,1,0.545834117816442,0.5645161290322581,0.7793103448275862,1.0,0.4928324350630582,1
1,0,0.34017033435593014,0.016129032258064557,0.013793103448275862,1.0,0.06424458584340387,3
1,2,0.012093960772152879,0.4032258064516129,0.5206896551724138,1.0,0.39361042809110064,0
1,1,0.34726944502896123,0.6612903225806451,0.48620689655172417,1.0,0.48131109369391417,1
1,1,0.056194832379032694,0.7419354838709677,0.33448275862068966,1.0,0.3254684830144239,1
1,1,0.15584818313712026,0.6774193548387097,0.3103448275862069,1.0,0.5395153776969955,1
1,0,0.31871795155770655,0.8064516129032258,0.18275862068965515,1.0,0.11069427845078963,3
1,0,0.8863256287862845,0.20967741935483875,0.3379310344827586,1.0,0.6425446704049409,3
1,0,0.5374503006877609,0.4516129032258065,0.4586206896551724,1.0,0.4214807814077547,3
1,0,0.5768885738650835,0.5806451612903226,0.703448275862069,1.0,0.6279077270961246,3
0,0,0.3560962643837285,0.7258064516129032,0.17586206896551726,1.0,0.39376570404537553,2
1,0,0.3374237205541957,0.7580645161290323,0.5103448275862069,1.0,0.9027495271141394,3
1,0,0.4782430531713421,0.3548387096774194,0.46551724137931033,1.0,0.7662545692134165,3
1,0,0.7685424119256199,0.6935483870967742,0.21379310344827585,1.0,0.08658617412148092,3
1,0,0.12913514890412325,0.5967741935483871,0.5551724137931034,1.0,0.4440025166804018,3
0,2,0.428106276234038,0.6290322580645161,0.4793103448275862,1.0,0.47551009159264734,2
1,0,0.082642065276378,0.11290322580645162,0.6620689655172414,1.0,0.02147110186774791,3
1,1,0.21651733799962342,0.9193548387096775,0.30689655172413793,1.0,0.4854746402773726,1
1,0,0.14889304818756713,0.5161290322580645,0.3310344827586207,1.0,0.5575549481942954,3
0,2,0.9856578029304596,0.24193548387096775,0.5206896551724138,1.0,0.3387623901473038,2
1,0,0.399820584098435,0.7258064516129032,0.5862068965517242,1.0,0.5272875643454145,3
1,1,0.1454154807127906,0.4193548387096775,0.11034482758620691,1.0,0.38800772212191653,1
0,2,0.5374170755208044,0.935483870967742,0.09310344827586207,1.0,0.19985561352823267,2
1,0,0.6064811225676409,0.7419354838709677,0.41724137931034483,1.0,0.40697827615458765,3
1,2,0.5061743435260762,0.16129032258064518,0.017241379310344827,1.0,0.552341440396216,0
1,0,0.560375665887721,0.6451612903225806,0.18620689655172412,1.0,0.008660499544927182,3
1,1,0.538613181531237,0.6290322580645161,0.3758620689655172,1.0,0.1621531330116679,1
1,1,0.18098855946751133,0.3709677419354839,0.9724137931034483,1.0,0.6714374251348079,1
1,0,0.6438926605606192,0.06451612903225812,0.5724137931034483,1.0,0.025471978403870745,3
1,0,0.057313412999900316,0.4838709677419355,0.2586206896551724,1.0,0.06853853734084217,3
1,0,0.6977063559744386,0.04838709677419356,0.17931034482758618,1.0,0.01811956114041114,3
1,0,0.5797570132789917,0.4032258064516129,0.5137931034482759,1.0,0.9005534814751082,3
0,1,0.24059450898740764,0.4516129032258065,0.08620689655172413,1.0,0.1987095291038225,4
1,0,0.10102665765895473,0.532258064516129,0.45172413793103444,1.0,0.9976332180302944,3
1,0,0.005526452770425171,0.33870967741935487,0.13448275862068965,1.0,0.9438942940456042,3
0,0,0.05955057424163556,0.6129032258064516,0.5206896551724138,1.0,0.4460016105679067,2
1,1,0.8156446236142336,0.4838709677419355,0.0,1.0,0.21589541794774933,1
1,1,0.4082819266166812,0.5806451612903226,0.013793103448275862,1.0,0.048966373009140446,1
0,2,0.036326182539067255,0.5645161290322581,0.5517241379310345,1.0,0.09676985683691454,2
0,2,0.07336116863987241,0.22580645161290325,0.46206896551724136,1.0,0.45164330357322907,2
1,2,0.19582913404139857,0.27419354838709675,0.2586206896551724,1.0,0.8989798840337333,0
1,1,0.6515233739049537,0.22580645161290325,0.41379310344827586,1.0,0.041218707862071935,1
1,0,0.19186426411792717,0.04838709677419356,0.9379310344827586,1.0,0.08104329308706076,3
0,2,0.08646295947637135,0.6129032258064516,0.6172413793103448,1.0,0.48089030257973187,2
1,1,0.04474322483470478,0.6612903225806451,0.503448275862069,1.0,0.07075407649794244,1
0,1,0.10738373960329149,0.9516129032258065,0.15517241379310343,1.0,0.4400480212734779,4
1,1,0.03744476315993488,0.06451612903225812,0.24482758620689654,1.0,0.5786563454090078,1
1,2,0.5446712369729657,0.08064516129032262,0.2206896551724138,1.0,0.050861277403517174,0
0,2,0.9322428095201177,0.5645161290322581,0.603448275862069,1.0,0.027438807158019846,2
1,0,0.08116908287464143,0.532258064516129,0.5103448275862069,1.0,0.18221801281732425,3
1,2,0.8420032560663616,0.6290322580645161,0.37241379310344824,1.0,0.4086016156765528,0
0,1,0.3021496683020832,0.12903225806451613,0.4275862068965517,1.0,0.4374647940341769,4
1,1,0.41136079208798015,0.7903225806451613,0.4586206896551724,1.0,0.2274066764627197,1
1,0,0.24221146711262223,0.0,0.010344827586206896,1.0,0.043891336408379805,3
1,2,0.25154773902738853,0.0,0.1896551724137931,1.0,0.04368161304156691,0
0,1,0.2632872980186725,0.33870967741935487,0.26206896551724135,1.0,0.5652340499329828,4
1,2,0.20637258702224978,0.6451612903225806,0.010344827586206896,1.0,0.09460876509235223,0
1,2,0.37753757212629985,0.0,0.47586206896551725,1.0,0.027567867691443152,0
1,0,0.4810118170843808,0.6612903225806451,0.706896551724138,1.0,0.8434018474477608,3
0,1,0.3462283897976587,0.5806451612903226,0.11724137931034483,1.0,0.008870222911740073,4
1,0,0.08294109177898619,0.08064516129032262,0.49655172413793097,1.0,0.0666590933228651,3
1,0,0.025516928222564315,0.6612903225806451,0.5206896551724138,1.0,0.4443110520181169,3
0,2,0.05218566223295271,0.11290322580645162,0.17586206896551726,1.0,0.024072478244561647,2
1,1,0.5676519774511866,0.9838709677419355,0.06896551724137931,1.0,0.46334680850777793,1
1,1,0.5403408902129733,0.4032258064516129,0.5448275862068966,1.0,0.4685058688933194,1
1,0,0.013910269899106242,0.4193548387096775,0.503448275862069,1.0,0.6012029517219499,3
1,2,0.5932353560076639,0.4032258064516129,0.041379310344827586,1.0,0.6413280060013149,0
0,2,0.2995359551681747,0.12903225806451613,0.14827586206896554,1.0,0.4142513749652142,2
1,1,0.10822544383285525,0.8709677419354838,0.027586206896551724,1.0,0.4946702032837839,1
1,2,0.2168717397804924,0.6935483870967742,0.30344827586206896,1.0,0.2777873378172906,0
1,0,0.2778952964238645,0.3870967741935484,0.8137931034482759,1.0,0.5513741585858193,3
1,2,0.04901819631643649,0.16129032258064518,0.6724137931034483,1.0,0.014319669497483992,0
1,2,0.19781156900313424,0.27419354838709675,0.5862068965517242,1.0,0.3455044586381156,0
1,1,0.42796230051056,0.4516129032258065,0.4068965517241379,1.0,0.4545222945349586,1
1,2,0.18482052872315682,0.935483870967742,0.034482758620689655,1.0,0.253851314199213,0
1,1,0.38204511977672684,0.8225806451612903,0.8379310344827586,1.0,0.2652012470474042,1
1,0,0.08260884010942153,0.8709677419354838,0.36896551724137927,1.0,0.15517378135263507,3
1,1,0.7436567618752283,0.6451612903225806,0.15172413793103445,1.0,0.3435315801714623,1
1,0,0.2821702679055962,0.435483870967742,0.489655172413793,1.0,0.41115257778249803,3
1,2,0.05040257827295582,0.11290322580645162,0.34137931034482755,1.0,0.3950374880518178,0
0,2,0.3648455583489306,0.12903225806451613,0.19310344827586207,1.0,0.1055614334860998,2
1,1,0.012913514890412323,0.5645161290322581,0.14482758620689656,1.0,0.975391786103676,1
1,0,0.052229962455561336,0.7419354838709677,0.06206896551724138,1.0,0.5479876639640138,3
1,1,0.03957117384514857,0.7258064516129032,0.4103448275862069,1.0,0.29499339236956484,1
0,1,0.16715581495797016,0.30645161290322587,0.296551724137931,1.0,0.7933572812323131,4
0,2,0.2684150487856201,0.06451612903225812,0.7724137931034483,1.0,0.025662208252614487,2
1,1,0.053669719690341434,0.04838709677419356,0.02413793103448276,1.0,0.048050177659890544,1
1,0,0.047844240417308094,0.11290322580645162,0.24137931034482757,1.0,0.03205070465706869,3
1,0,0.4912119433400152,0.5645161290322581,0.2655172413793103,1.0,0.20384842378101656,3
1,2,0.40410663063581886,0.8064516129032258,0.16206896551724137,1.0,0.38938907314371296,0
1,0,0.8385478387028893,0.06451612903225812,0.09310344827586207,1.0,0.6339540786489514,3
1,1,0.02246021286256963,0.532258064516129,0.21379310344827585,1.0,0.3512718512254701,1
1,0,0.5261758940338674,0.25806451612903225,0.3275862068965517,1.0,0.12767246049873832,3
1,0,0.03818679188862924,0.6129032258064516,0.04827586206896552,1.0,0.452136691237462,3
1,1,0.7633814359917157,0.14516129032258068,0.2862068965517241,1.0,0.10301383233154576,1
1,0,0.2335950738152459,0.8870967741935485,0.27586206896551724,1.0,0.2667197248859629,3
0,1,0.2337944248169847,0.532258064516129,0.9517241379310345,1.0,0.5271464043869827,4
0,2,0.8241502663550883,0.33870967741935487,0.33448275862068966,1.0,0.587576310401338,2
1,2,0.06774611542423,0.09677419354838712,0.5517241379310345,1.0,0.11975204245016047,0
1,1,0.18515278039272146,0.30645161290322587,0.2482758620689655,1.0,0.8352273414740058,1
1,2,0.40003101015582593,0.04838709677419356,0.2517241379310345,1.0,0.3116670722214679,0
1,1,0.41929053193492294,0.967741935483871,0.39999999999999997,1.0,0.14783346351418392,1
1,1,0.2667427153821448,0.19354838709677424,0.15517241379310343,1.0,0.8257050939923667,1
0,1,0.14582525777192032,0.20967741935483875,0.010344827586206896,1.0,0.2988430260930823,4
1,2,0.02217226141561361,0.29032258064516125,0.7000000000000001,1.0,0.13084721518289627,0
1,1,0.4603014630148516,0.8387096774193548,0.5517241379310345,1.0,0.6659442861809779,1
1,0,0.05507625175816508,0.7096774193548387,0.44482758620689655,1.0,0.14777363857941997,3
1,1,0.11119355874763269,0.5161290322580645,0.46206896551724136,1.0,0.9660772454180151,1
1,2,0.5374503006877609,0.016129032258064557,0.47586206896551725,1.0,0.09626235317683848,0
1,1,0.3553874608219906,0.4516129032258065,0.5827586206896552,1.0,0.4640667242957799,1
1,1,0.7874807570908042,0.04838709677419356,0.1413793103448276,1.0,0.057415132616420006,1
1,0,0.013256841615629117,0.3870967741935484,0.44482758620689655,1.0,0.5205192804337511,3
1,0,0.3883800516097593,0.03225806451612906,0.18620689655172412,1.0,0.008087121237582966,3
1,2,0.3340126034133321,0.5806451612903226,0.05172413793103449,1.0,0.4359113623011493,0
1,2,0.03220626183646572,0.7580645161290323,0.06896551724137931,1.0,0.2583610387759684,0
1,1,0.2563321630691194,0.14516129032258068,0.47586206896551725,1.0,0.06901579243839713,1
1,0,0.1984317721196549,0.6451612903225806,0.806896551724138,1.0,0.16975358848780045,3
1,1,0.0403685778521037,0.4838709677419355,0.15517241379310343,1.0,0.4273873173827062,1
0,1,0.15268071722060403,0.5645161290322581,0.9344827586206896,1.0,0.10408463144479235,4
1,0,0.25802664658389907,0.24193548387096775,0.21379310344827585,1.0,0.45964236788436175,3
1,0,0.6743379885483923,0.33870967741935487,0.5758620689655173,1.0,0.600442032326975,3
1,1,0.4832932785487246,0.20967741935483875,0.3482758620689655,1.0,0.9588075075587799,1
1,1,0.9637181176835412,0.1774193548387097,0.15517241379310343,1.0,0.6731266393040412,1
1,0,0.39221202086540474,0.903225806451613,0.4068965517241379,1.0,0.4878353725345741,3
1,2,0.02477489949386995,0.5645161290322581,0.35172413793103446,1.0,0.2915141354893612,0
1,1,0.20148848747964956,0.12903225806451613,0.14827586206896554,1.0,0.07225037205731902,1
